label,label_num,clean_message
spam,1,please call customer service representative am pm won guaranteed cash prize
ham,0,havent planning buy later check already lido only got show afternoon finish work already
spam,1,free ringtone waiting collected simply text password mix verify get usher britney fml po box mk ppw
ham,0,watching telugu movie wat abt
ham,0,see finish loads loans pay
ham,0,hi wk ok hols now yes bit run forgot hairdressers appointment four need get home shower beforehand cause prob
ham,0,see cup coffee animation
ham,0,please don text anymore nothing else say
ham,0,okay name ur price long legal wen pick ave ams xx
ham,0,still looking car buy gone driving test
ham,0,per request melle melle oru minnaminunginte nurungu vettam set callertune callers press copy friends callertune
ham,0,wow right didn mean guess gave boston men changed search location nyc something changed cuz signin page still says boston
ham,0,umma life vava umma love lot dear
ham,0,thanks lot wishes birthday thanks making birthday truly memorable
ham,0,aight hit get cash
ham,0,ip address test considering computer isn minecraft server
ham,0,know grumpy old people mom like better lying again am always one play jokes
ham,0,dont worry guess busy
ham,0,plural noun research
ham,0,going dinner msg
ham,0,ok wif cos like try new things scared dun like mah cos said loud
spam,1,gent trying contact last weekends draw shows won prize guaranteed call claim code valid hrs only ppm
ham,0,wa ur openin sentence formal anyway fine juz tt eatin much puttin weight haha anythin special happened
ham,0,entered cabin pa said happy day boss felt special askd lunch lunch invited her apartment went
spam,1,winner specially selected receive holiday flights inc speak live operator claim min
ham,0,goodo yes speak friday egg potato ratio tortilla needed
ham,0,hmm uncle informed paying school directly pls buy food
spam,1,private account statement shows unredeemed bonus points claim call identifier code expires
spam,1,urgent mobile awarded bonus caller prize final try contact call landline box wr ppm
ham,0,new address apples pairs malarky
spam,1,todays voda numbers ending selected receive award if match please call quoting claim code standard rates app
ham,0,am going sao mu today done only
ham,0,predict wat time finish buying
ham,0,good stuff
ham,0,know yetunde hasn sent money sent her text bother sending over dont involve yourself anything shouldn imposed anything first place apologise
ham,0,room
ham,0,hey girl hope well del bak again long time give call sum time lucyxx
ham,0,much cost
ham,0,home
ham,0,dear call tmorrow pls accomodate
ham,0,first answer question
spam,1,sunshine quiz wkly win top sony dvd player if know country algarve txt ansr sp tyrone
spam,1,want get laid tonight want real dogging locations sent direct ur mob join uk largest dogging network bt txting gravel nt ec msg
ham,0,only haf msn yijue hotmail com
ham,0,call meet him
ham,0,check rooms befor activities
spam,1,rcv msgs chat svc free hardcore services text go if get nothing age verify yr network try again
ham,0,got lazy type forgot lect saw pouch like nice
ham,0,text way
ham,0,sir waiting mail
ham,0,swt thought nver get tired doing little things lovable persons coz somtimes little things occupy biggest part hearts gud ni
ham,0,know pls open back
ham,0,yes see ya dot
ham,0,whats staff name taking class us
spam,1,freemsg haven replied text randy sexy female live local luv hear netcollex ltd per msg reply stop end
ham,0,ummma call check life begin qatar pls pray hard
ham,0,deleted contact
ham,0,sindu got job birla soft
ham,0,wine flowing nevering
ham,0,yup thk cine better cos need go plaza mah
ham,0,ok ur typical reply
ham,0,per request melle melle oru minnaminunginte nurungu vettam set callertune callers press copy friends callertune
ham,0,everywhere dirt floor windows even shirt sometimes open mouth comes flowing dream world without half chores time joy lots tv shows see guess like things exist like rain hail mist time done become one
ham,0,aaooooright work
ham,0,leaving house now
ham,0,hello love doing get interview today happy good boy think missing
spam,1,customer service annoncement new years delivery waiting please call now arrange delivery
spam,1,winner specially selected receive cash holiday flights inc speak live operator claim
ham,0,keep yourself safe need miss already envy everyone see real life
ham,0,new car house parents only new job hand
ham,0,love excited day spend make happy
spam,1,pls stop bootydelious inviting her friend reply yes see her www sms ac bootydelious stop send stop frnd
spam,1,bangbabes ur order way receive service msg download ur content if goto wap bangb tv ur mobile internet service menu
ham,0,place ur points cultures module already
spam,1,urgent trying contact last weekends draw shows won prize guaranteed call claim code valid hrs only
ham,0,hi frnd best way avoid missunderstding wit beloved one
ham,0,great escape fancy bridge needs her lager see tomo
ham,0,yes completely form clark also utter waste
ham,0,sir need axis bank account bank address
ham,0,hmmm thk sure got time hop ard ya go free abt muz call discuss liao
ham,0,time coming later
ham,0,bloody hell cant believe forgot surname mr ill give clue spanish begins
ham,0,well gonna finish bath now good fine night
ham,0,let know got money carlos make call
ham,0,still going mall
ham,0,turns friends staying whole show won back til lt gt feel free go ahead smoke lt gt worth
ham,0,text her if doesnt reply let know her log
ham,0,hi spoke maneesha like know if satisfied experience reply toll free yes
ham,0,lifted hopes offer money am need especially end month approaches hurts studying anyways gr weekend
ham,0,lol trust
ham,0,ok am gentleman treat dignity respect
ham,0,guys close
ham,0,going nothing great bye
ham,0,hello handsome finding job lazy working towards getting back net mummy boytoy now miss
ham,0,haha awesome minute
spam,1,please call customer service representative freephone am pm won guaranteed cash prize
ham,0,got xmas radio times if get now
ham,0,jus reached home go bathe first sis using net tell finishes
spam,1,unique enough find th august www areyouunique co uk
ham,0,sorry joined league people dont keep touch mean great deal friend times even great personal cost great week
ham,0,hi finally completed course
ham,0,stop itself however suggest stays someone able give ors every stool
ham,0,doing hope settled new school year wishin gr day
ham,0,gud mrng dear hav nice day
ham,0,got persons story
ham,0,hamster dead hey tmr meet pm orchard mrt
ham,0,hi kate evening hope see tomorrow bit bloody babyjontet txt back if xxx
ham,0,found enc lt gt
ham,0,sent lt gt bucks
ham,0,hello darlin ive finished college now txt finish if love kate xxx
ham,0,account refilled successfully inr lt decimal gt keralacircle prepaid account balance rs lt decimal gt transaction id kr lt gt
ham,0,goodmorning sleeping ga
ham,0,call alter ok
ham,0,say like dat dun buy ericsson oso cannot oredi lar
ham,0,entered cabin pa said happy day boss felt special askd lunch lunch invited her apartment went
ham,0,aight yo dats straight dogg
ham,0,please give us connection today itself lt decimal gt refund bill
ham,0,shoot big loads get ready
ham,0,bruv hope great break rewarding semester
ham,0,home always chat
ham,0,good study well
ham,0,yup noe leh
ham,0,sounds great home now
ham,0,finally match heading towards draw prediction
ham,0,tired haven slept well past nights
ham,0,easy ah sen got selected means good
ham,0,take exam march
ham,0,yeah think use gt atm now register sure if anyway help let know sure ready
ham,0,ok prob take ur time
ham,0,os called ubandu run without installing hard disk use os copy important files system give repair shop
ham,0,sorry call later
ham,0,say leh course nothing happen lar say romantic jus bit only lor thk nite scenery nice leh
spam,1,new mobiles go txt nokia collect yours today only www tc biz optout gbp mtmsg
ham,0,really appreciate if call need someone talk
spam,1,meet ur dream partner soon ur career flyng start find free txt horo followed ur star sign horo aries
ham,0,hey company elama po mudyadhu
ham,0,life strict teacher bcoz teacher teaches lesson amp conducts exam life first conducts exam amp teaches lessons happy morning
ham,0,dear good morning now only am
ham,0,get gandhipuram walk cross cut road right side lt gt street road turn first right
ham,0,dear going rubber place
ham,0,sorry battery died yeah
ham,0,yes tv always available work place
spam,1,text meet someone sexy today find date even flirt join reply name age eg sam msg recd thirtyeight pence
ham,0,printed oh lt gt come upstairs
ham,0,ill little closer like bus stop same street
ham,0,wil reach
ham,0,new theory argument wins situation loses person dont argue ur friends kick amp say always correct
spam,1,secret admirer looking make contact find reveal thinks ur special call
ham,0,tomarrow final hearing laptop case cant
ham,0,pleassssssseeeeee tel avent done sportsx
ham,0,okay shining meant signing sounds better
ham,0,although told dat baig face watches now really like watch gave cos fr thanx everything dat done today touched
ham,0,don remember old commercial
ham,0,late said website didn dont slippers
ham,0,asked call him now ok
ham,0,kallis wont bat nd innings
ham,0,didnt work again oh ok goodnight fix ready time wake dearly missed good night sleep
spam,1,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music tncs www ldew com win ppmx age
ham,0,ranjith cal drpd deeraj deepak min hold
ham,0,wen ur lovable bcums angry wid dnt take seriously coz angry childish true way showing deep affection care luv kettoda manda nice day da
ham,0,doing
ham,0,ups days also shipping company takes wks way usps takes week gets lag bribe nipost get stuff
ham,0,back lemme know ready
ham,0,don necessarily expect done get back though now headin
ham,0,mmm yummy babe nice jolt suzy
ham,0,lover need
spam,1,tried contact reply offer video handset anytime networks mins unlimited text camcorder reply call now
ham,0,parked next mini coming today think
ham,0,yup
ham,0,anyway going shopping own now cos sis done dun disturb liao
ham,0,luton ring if ur around
spam,1,hey am really horny want chat see naked text hot text charged pm unsubscribe text stop
ham,0,dint come us
ham,0,same wana plan trip sometme
ham,0,sure still trying get hold him
spam,1,ur ringtone service changed free credits go club mobiles com choose content now stop txt club stop wk club po box mk wt
ham,0,evo download flash jealous
spam,1,ringtone club get uk singles chart mobile week choose top quality ringtone message free charge
ham,0,come mu sorting narcotics situation
ham,0,night ended another day morning come special way smile like sunny rays leaves worries blue blue bay
spam,1,hmv bonus special pounds genuine hmv vouchers won answer easy questions play now send hmv info www percent real com
ham,0,usf guess well take car
ham,0,objection bf coming
ham,0,thanx
ham,0,tell rob mack his gf theater
ham,0,awesome see bit
ham,0,sent type food like
ham,0,done handed celebrations full swing
ham,0,got called tool
ham,0,wen miss someone person definitely special if person special miss keep touch gdeve
ham,0,ok asked money far
ham,0,okie
ham,0,yeah think usual guy still passed last night if get ahold anybody let know throw
ham,0,come tonight if class lets early
ham,0,ok
ham,0,hi baby im cruisin girl friend give call hour home if thats alright fone fone now love jenny xxx
ham,0,life means lot love life love people life world calls friends call world ge
ham,0,dear mail tonite busy street update tonite things looking ok varunnathu edukkukayee raksha ollu good one real sense
ham,0,hey told name gautham ah
ham,0,haf found him feel stupid da cam working
ham,0,oops got bit
ham,0,much buzy
ham,0,accidentally deleted message resend please
spam,1,mobile customer now claim free camera phone upgrade pay go sim card loyalty call offer ends thfeb apply
ham,0,unless situation go gurl appropriate
ham,0,hurt tease make cry end life die plz keep one rose grave say stupid miss nice day bslvyl
ham,0,cant pick phone right now pls send message
ham,0,need coffee run tomo believe time week already
ham,0,awesome remember last time got somebody high first time diesel
ham,0,shit really shocking scary cant imagine second def night think somewhere crash night save taxi
ham,0,oh way food fridge want go meal tonight
ham,0,womdarfull actor
spam,1,sms ac blind date rodds aberdeen united kingdom check him http img sms ac icmb cktz blind dates send hide
ham,0,yup remb think book
ham,0,jos ask if wana meet
ham,0,lol yes friendship hanging thread cause won buy stuff
spam,1,themob check newest selection content games tones gossip babes sport keep mobile fit funky text wap
ham,0,garage keys aren bookshelf
ham,0,today accept day accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
spam,1,think ur smart win week weekly quiz text play now cs winnersclub po box uz gbp week
ham,0,says give call his friend got money definitely buying end week
ham,0,hi way day normal way real ur unique hope know rest mylife hope find wot lost
ham,0,made day great day
ham,0,advance happy pongal
ham,0,hmmm guess go kb power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
ham,0,really dude friends afraid
spam,1,december only mobile mths entitled update latest colour camera mobile free call mobile update co free
ham,0,coffee cake guess
ham,0,merry christmas babe love ya kisses
ham,0,hey dont go watch men lunch haha
ham,0,cud tell ppl im gona bit cos buses hav gon past cos full im still waitin pete
ham,0,great guild meet bristol road somewhere get touch over weekend plans take flight good week
ham,0,problem doing
ham,0,calls messages missed calls
ham,0,hi da todays class
ham,0,say good sign well know track record reading women
ham,0,cool text parked
ham,0,reading text sent meant joke read light
ham,0,apo good movie
ham,0,maybe get book tomo return immediately something
spam,1,call germany only pence per minute call fixed line via access number prepayment direct access
ham,0,chance evaporated soon violated privacy stealing phone number employer paperwork cool please contact again report supervisor
spam,1,valentines day special win over quiz take partner trip lifetime send go now msg rcvd custcare
ham,0,ta daaaaa am home babe still
ham,0,cool come havent wined dined
ham,0,sleeping surfing
ham,0,sorry call later
ham,0,calling right call hand phone
ham,0,ok great thanx lot
ham,0,take post come texts now happy reading one wiv hello caroline end favourite bless him
ham,0,hiding stranger
ham,0,am interested like
ham,0,sister cleared two round birla soft yesterday
ham,0,gudnite tc practice going
ham,0,dis yijue jus saw ur mail case huiming havent sent num dis num
ham,0,one small prestige problem now
spam,1,fancy shag interested sextextuk com txt xxuk suzy txts cost per msg tncs website
ham,0,checking really miss seeing jeremiah great month
ham,0,nah help never iphone
ham,0,if car hour half going apeshit
ham,0,today sorry day if ever angry if ever misbehaved hurt plz plz slap urself bcoz ur fault basically good
ham,0,yo guys ever figure much need alcohol jay trying figure much safely spend weed
ham,0,lt gt ish minutes minutes ago wtf
ham,0,thank calling forgot say happy onam sirji am fine remembered met insurance person meet qatar insha allah rakhesh ex tata aig joined tissco tayseer
spam,1,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music tncs www ldew com win ppmx age
spam,1,ur cash balance currently pounds maximize ur cash now send cash only msg cc hg suite lands row hl
ham,0,actor work work evening sleep late since unemployed moment always sleep late unemployed every day saturday
ham,0,hello got st andrews boy long way cold keep posted
ham,0,ha ha cool cool chikku chikku db
ham,0,oh ok prob
ham,0,check audrey status right now
ham,0,busy trying finish new year am looking forward finally meeting
ham,0,good afternoon sunshine dawns day refreshed happy alive breathe air smile think love always
ham,0,well know take care worries
spam,1,update now xmas offer latest motorola sonyericsson nokia free bluetooth double mins txt orange call mobileupd call optout
spam,1,discount code rp stop further messages reply stop www regalportfolio co uk customer services
ham,0,wat uniform get
ham,0,cool text ready
ham,0,hello boytoy geeee miss already woke wish bed cuddling love
ham,0,spoil bed well
ham,0,going bath msg next lt gt min
ham,0,cant keep talking people if am sure pay if agree price pls tell want really buy much willing pay
spam,1,thanks ringtone order reference charged gbp per week unsubscribe anytime calling customer services
ham,0,say happen
ham,0,seen recognise face
ham,0,well lot things happening lindsay new years sighs bars ptbo blue heron something going
ham,0,keep payasam if rinu brings
ham,0,taught ranjith sir called only sms like becaus hes verifying project prabu told today only pa dont mistake
ham,0,guess worried know way body repairs itself quite sure shouldn worry take slow first tests guide ovulation relax nothing said reason worry keep followin
ham,0,yeah sure give couple minutes track wallet
ham,0,hey leave big deal take care
ham,0,hey late ah meet
spam,1,double mins txts months free bluetooth orange available sony nokia motorola phones call mobileupd call optout dx
ham,0,took mr owl licks
ham,0,customer place call
ham,0,mm time dont like fun
spam,1,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update now stoptxt
ham,0,yup having lunch buffet now eat already
ham,0,huh late fr dinner
ham,0,hey sat going intro pilates only kickboxing
ham,0,morning only ok
ham,0,yes think am office lap room think thats last days didnt shut
ham,0,pick bout ish time going
ham,0,performance award calculated every two month current one month period
ham,0,actually sleeping still call back text gr rock sis send text wen wake
ham,0,always putting business put pictures ass facebook one open people ever met think picture room hurt make feel violated
ham,0,good evening sir al salam wahleykkum sharing happy news grace god got offer tayseer tissco joined hope fine inshah allah meet sometime rakhesh visitor india
ham,0,hmmm want change field quickly da wanna get system administrator network administrator
spam,1,free ringtone text first poly text get true tone help st free tones pw nd txt stop
ham,0,dear chechi talk her
ham,0,hair cream shipped
ham,0,none happening til get though
ham,0,yep great loxahatchee xmas tree burning lt gt starts hour
ham,0,haha get used driving usf man know lot stoners
ham,0,well slightly disastrous class pm fav darlings hope day ok coffee wld good stay late tomorrow same time place always
ham,0,hello good week fancy drink something later
ham,0,headin towards busetop
ham,0,message text missing sender name missing number missing sent date missing missing lot thats everything missing sent via fullonsms com
ham,0,come room point iron plan weekend
ham,0,cos want thing
ham,0,okies go yan jiu skip ard oso go cine den go mrt one blah blah blah
ham,0,bring home wendy
spam,1,dating service cal box sk ch
ham,0,whatsup dont want sleep
ham,0,alright new goal now
spam,1,free entry weekly competition text word win now www txttowin co uk
ham,0,alright head minutes text meet
spam,1,send logo ur lover names joined heart txt love name name mobno eg love adam eve yahoo pobox wq txtno ads
ham,0,yes last week itself taking live call
spam,1,someone contacted dating service entered phone fancy find call landline pobox tf
ham,0,siva hostel aha
spam,1,urgent mobile number awarded prize guaranteed call land line claim valid hrs only
ham,0,send ur friends receive something ur voice speaking expression childish naughty sentiment rowdy ful attitude romantic shy attractive funny lt gt irritating lt gt lovable reply
ham,0,ok ok guess
ham,0,aathi dear
ham,0,pain urination thing else
ham,0,esplanade mind giving lift cos got car today
ham,0,wnt buy bmw car urgently vry urgent hv shortage lt gt lacs source arng dis amt lt gt lacs thats prob
ham,0,home watching tv lor
ham,0,usually take fifteen fucking minutes respond yes question
spam,1,congrats nokia video camera phone call calls cost ppm ave call mins vary mobiles close post bcm ldn wc xx
ham,0,booked ticket pongal
ham,0,available now like right around hillsborough amp lt gt th
ham,0,message sent askin lt gt dollars shoul pay lt gt lt gt
ham,0,ask iouri told story like ten times already
ham,0,long applebees fucking take
ham,0,hi hope get txt journey hasnt gd now mins late think
ham,0,like love arrange
ham,0,yes really great bhaji told kallis best cricketer sachin world tough get
ham,0,supposed wake gt
ham,0,oic saw him tot din found group liao
ham,0,sorry call later
ham,0,hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausage love jen xxx
ham,0,sorry battery died come only getting gram now place
ham,0,well done blimey exercise yeah kinda remember wot hmm
ham,0,wont get concentration dear know mind everything
ham,0,lol made plans new years
ham,0,min later
ham,0,hanks lotsly
ham,0,thanks hope good day today
ham,0,detail want transfer acc enough
ham,0,ok tell her stay yeah tough optimistic things improve month
spam,1,loan purpose homeowners tenants welcome previously refused still help call free text back help
ham,0,si si think ill go make oreo truffles
ham,0,look amy ure beautiful intelligent woman like lot know don like like don worry
ham,0,hope result consistently intelligent kind start asking him practicum links keep ears open best ttyl
ham,0,call cost guess isnt bad miss ya need ya want ya love ya
ham,0,going thru different feeling wavering decisions coping same same individual time heal everything believe
ham,0,go phone gonna die stay
ham,0,great never better day gives even reasons thank god
spam,1,upgrdcentre orange customer now claim free camera phone upgrade loyalty call now offer ends th july apply opt available
ham,0,sorry call later ok bye
ham,0,ok am way railway
ham,0,great princess love giving receiving oral doggy style fave position enjoy making love lt gt times per night
ham,0,don put stuff roads keep getting slippery over
ham,0,going ride bike
ham,0,yup need jus wait rain stop
ham,0,many company tell language
spam,1,okmail dear dave final notice collect tenerife holiday cash award call landline tcs sae box cw wx ppm
ham,0,long since screamed princess
ham,0,nothing meant money enters account bank remove flat rate someone transfered lt gt account lt gt dollars got removed banks differ charges also differ sure trust ja person sending account details cos
spam,1,want get laid tonight want real dogging locations sent direct ur mob join uk largest dogging network txting moan nyt ec msg
ham,0,nice line said broken heart plz don cum times infront wise again trust good
ham,0,ok gonna head usf like fifteen minutes
ham,0,love aathi love lot
ham,0,tension ah machi problem
ham,0,pick another th done
ham,0,guys getting back said thinking staying mcr
ham,0,almost see sec
ham,0,yo carlos friends already asking working weekend
ham,0,watching tv lor
ham,0,thank baby cant wait taste real thing
ham,0,change fb jaykwon thuglyfe falconerf
ham,0,if win really side long time
spam,1,free message activate free text messages replying message word free terms conditions visit www com
ham,0,dear reached railway happen
ham,0,depends quality if want type sent boye faded glory if want ralphs maybe
ham,0,think fixed send test message
ham,0,sorry man account dry if want trade back half buy shit credit card
spam,1,congrats year special cinema pass yours call now suprman matrix starwars etc free bx ip pm dont miss
ham,0,sorry meeting call later
ham,0,class lt gt reunion
ham,0,free now call now
ham,0,got meh
ham,0,nope think go monday sorry replied late
ham,0,told accenture confirm true
ham,0,kate jackson rec center ish right
ham,0,dear reache room
ham,0,fighting world easy win lose bt fightng close dificult if lose lose if win still lose
ham,0,come
ham,0,check nuerologist
ham,0,lolnice went fish water
spam,1,congratulations week competition draw won prize claim call cs stop sms over only ppm
ham,0,waiting car dat bored wat cos wait outside got nothing home stuff watch tv wat
ham,0,maybe westshore hyde park village place near house
ham,0,know now anthony bringing money school fees pay rent stuff like thats need help friend need
ham,0,significance
ham,0,opinion over jada kusruthi lovable silent spl character matured stylish simple pls reply
ham,0,latest still if scrounge ammo want give new ak try
ham,0,prabha soryda realy frm heart sory
ham,0,lol ok forgiven
ham,0,jst change tat only
spam,1,guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw mtmsgrcvd
ham,0,competition him
spam,1,boltblue tones reply poly mono eg poly cha cha slide yeah slow jamz toxic come stop tones txt
spam,1,credits topped http www bubbletext com renewal pin tgxxrz
ham,0,way transport less problematic sat night way if want ask join bday feel free need know definite nos booking fri
ham,0,usually person unconscious children adults behave abnormally call now
ham,0,ebay less elsewhere
ham,0,come get pickle
ham,0,gonna go get tacos
ham,0,rude campus
spam,1,urgent mobile awarded bonus caller prize nd attempt contact call box qu
ham,0,hi won ard christmas enjoy merry mas
spam,1,today offer claim ur worth discount vouchers text yes now savamob member offers mobile cs sub unsub reply
ham,0,yes pretty lady like single
spam,1,recieve tone within next hrs terms conditions please see channel teletext pg
ham,0,jay says double faggot
spam,1,private account statement shows un redeemed points call identifier code expires
ham,0,today sunday sunday holiday work
ham,0,gudnite tc practice going
ham,0,late
ham,0,called hoping malaria know miss guys miss bani big pls give her love especially great day
ham,0,good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea
ham,0,probably gonna see later tonight lt
ham,0,maybe fat fingers press buttons doesn know
ham,0,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
ham,0,am tirupur da started office call
spam,1,www applausestore com monthlysubscription msg max month csc web age stop txt stop
ham,0,famous quote develop ability listen anything unconditionally without losing temper self confidence means married
ham,0,am going college pa else ill come self pa
ham,0,oclock mine bash flat plan
ham,0,girl stay bed girl doesn need recovery time id rather pass having fun cooped bed
ham,0,special
ham,0,know need get hotel now got invitation apologise cali sweet come english bloke weddin
ham,0,sorry took long omw now
ham,0,wait lt gt min
ham,0,ok give minutes think see her btw alibi cutting hair whole time
ham,0,imagine finally get sink bath put paces maybe even having eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck
ham,0,hurry weed deficient like three days
ham,0,sure if get acknowledgement astoundingly tactless generally faggy demand blood oath fo
ham,0,ok every night take warm bath drink cup milk see work magic still need loose weight know
ham,0,look frying pan case cheap book perhaps silly frying pan isn likely book
ham,0,well uv causes mutations sunscreen like essential thesedays
ham,0,having lunch online
ham,0,know friend already told
ham,0,hi princess thank pics pretty
ham,0,aiyo always ex one dunno abt mei haven reply first time reply fast lucky workin huh got bao ur sugardad ah gee
ham,0,hi msg office
ham,0,thanx brownie nice
ham,0,geeeee love much barely stand
spam,1,gent trying contact last weekends draw shows won prize guaranteed call claim code valid hrs only ppm
ham,0,fuck babe miss already know let send money towards net need want crave
ham,0,ill call mrw ninish address icky american freek wont stop callin bad jen eh
ham,0,oooh bed ridden ey thinking
ham,0,anyways go gym whatever love smiles hope ok having good day babe miss much already
ham,0,love daddy make scream pleasure am going slap ass dick
ham,0,wot wanna missy
ham,0,yar lor wait mum finish sch lunch lor whole morning stay home clean room now room quite clean hee
ham,0,know lab goggles went
ham,0,open door
ham,0,waiting call
ham,0,nope waiting sch daddy
spam,1,won cash prize claim call
ham,0,tired arguing week week want now same
ham,0,wait sch finish ard
spam,1,mobile number won claim calls us back ring claims hot line
ham,0,arngd marriage walkin unfortuntly snake bites bt love marriage dancing frnt snake amp sayin bite bite
ham,0,huh early having dinner outside izzit
ham,0,ok anyway need change said
spam,1,tried contact reply offer mins textand new video phone call now reply free delivery tomorrow
ham,0,ex wife able kids want kids one day
ham,0,scotland hope over showing jjc tendencies take care live dream
ham,0,tell headache want use hour sick time
ham,0,dun thk quit hmmm go jazz yogasana oso go meet em lessons den
ham,0,pete please ring meive hardly gotany credit
ham,0,ya srsly better yi tho
ham,0,meeting call later
spam,1,ur chance win wkly shopping spree txt shop www txt shop com custcare wk
spam,1,specially selected receive pound award call lines close cost ppm cs apply ag promo
spam,1,private account statement shows un redeemed points call identifier code expires
ham,0,still grand prix
ham,0,met stranger choose friend long world stands friendship never ends lets friends forever gud nitz
ham,0,am great
ham,0,gud mrng dear nice day
